"site","org","region","country","state","suborg","site_type","incident_url","case_number","status","severity","potential_severity","recordable","creator","created_at","updated_at","is_primary_incident","sub_event_type","sub_event_type_details","incident_date","incident_time","date_reported","time_reported","last_update_to_recordability","last_update_to_severity","map_external_service","map_external_service_id","initial_info_risk_assessment_category","initial_info_risk_assessment_group","initial_info_risk_assessment_hazard","initial_info_risk_assessment_likeliness","initial_info_risk_assessment_severity","initial_risk_assessment_criticality","initial_risk_assessment_likeliness","initial_risk_assessment_severity","post_risk_assessment_criticality","post_risk_assessment_likeliness","post_risk_assessment_severity","initial_info_phase_status","initial_info_updated_at","initial_info_contractor_firm_related","investigation_contractor_firm","initial_info_contractor_type","initial_info_contractor_department","initial_info_employee_occupation","initial_info_agency_name","initial_info_incident_description","initial_info_fire_description","initial_info_fire_extinguished_by","initial_info_fire_hose_used","initial_info_fire_number_of_fire_hoses_used","initial_info_incident_location","initial_info_site_alarm_activated","initial_info_fire_site_emergency_response_activated","initial_info_fire_sprinkler_system_activated","initial_info_shift","initial_info_shift_start_time","initial_info_manager_supervisor_alias","investigation_phase_status","investigation_updated_at","investigation_witness_statements_available","investigation_witness_statements_description","investigation_documentation_activity_or_processes","investigation_documentation_associate_or_personal","investigation_documentation_equipment","investigation_documentation_policies_upload","investigation_documentation_standards_policies","investigation_evidence_near_incident_location","investigation_evidence_near_incident_location_description","investigation_object_substance_involved","investigation_primary_object_type","investigation_secondary_object_type","investigation_photos_available","investigation_recreation_photos_available","investigation_tools_or_equipment_condition","investigation_tools_or_equipment_condition_description","investigation_primary_impact","investigation_secondary_impact","investigation_video_footage_available","rca_phase_status","rca_updated_at","rca_primary_cause","rca_root_cause_variant","rca_root_cause_other","rca_contributing_factor_category","rca_contributing_factor_human_behaviour","rca_contributing_factor_org_process","rca_contributing_factor_org_workplace","rca_contributing_factor_tech_equipment","rca_contributing_factor_tech_material","rca_contributing_factorhuman_leadership","rca_external_analysis_link","rca_comments","badge_color"
"SOR3","AMZL","NA","US","Oregon","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/ac462c51-c9a2-4ba0-9c07-de36c9bbda42/summary","SOR3-23-8","CLOSED","PENDING","C",0,"noellop","2023-06-26 23:36:23.064","2025-02-06 20:56:06.835",0,,"Vegetation","2023-06-26 00:00:00","2023-06-26T23:05:00.000Z","2023-06-26 00:00:00","2023-06-26T23:05:00.000Z","2023-06-26 23:36:23.064","2023-06-26 23:36:23.064","Austin",,"Thermal","Safety","Fire/Flame","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","COMPLETED","2025-02-06 21:13:42.980","No One",,,,,,"On 6/26/23 at approximately 16:05 hrs, Operations was informed of smoke that was coming from a mulched planter box in the south AA parking lot. Ops responded and observed the affected area was smoldering with smoke coming from the area. An AM put out the fire with a fire extinguisher. Upon completion, a flex DP informed the group of AMs of a secondary fire in the next row over, also in a planter box. Operations called EMS at 16:17 but determined it was unnecessary for services to come out. Operations then called GSOC at 16:21, who said they were not required as EMS did not arrive onsite. The AMs and OM left the parking lot at 16:22.","Cigarette butts throw into planter box","Employee","False",,"Onsite Parking Lot","False","False","False",,,,"COMPLETED","2025-02-06 21:13:59.436","False",,"False","False","False",,"False","False",,"False",,,"True","False","False",,"Exposure to or contact with","Hot object or substance","False","COMPLETED","2025-02-06 21:13:59.516","Inadequate maintenance","Inadequate preventive maintenance",,"Human - Behaviour","Improper object placement / storage",,,,,,,"N/A",
"STX2","AMZL","NA","US","Texas","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/db49441c-9edf-41c5-b93e-51b8e1f6a646/summary","STX2-24-183","IN_PROGRESS","PENDING","C",0,"moslash","2024-09-27 03:41:59.668","2025-02-06 21:12:38.450",1,,"Electrical","2024-09-26 00:00:00","2024-09-27T01:30:00.000Z","2024-09-26 00:00:00","2024-09-27T01:30:00.000Z","2024-09-27 03:41:59.668","2024-09-27 03:41:59.668","Austin",,"Electrical","Safety","Short circuit","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR",,,,"COMPLETED","2025-02-06 21:46:25.749","No One",,,,,,"Approximately 830pm the fire alarm went off and was triggered in zone 1 after investigation it was determined that it was triggered from the partnering warehouse.
No actual fire was reported and no damage to building ","N/A","Other","False",,"Non-Inventory","True","True","False",,,,"COMPLETED","2025-02-06 21:45:10.527",,,,,,,,,,"False",,,,,"False",,"Environmental","Air emission/pollution",,,,,,,,,,,,,,,,
"STX5","AMZL","NA","US","Texas","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/9360a91e-083f-40d4-8a19-ce62ecb845b3/summary","STX5-24-73","CLOSED","PENDING","B",0,"wangkar","2024-03-15 17:45:59.465","2025-02-06 20:55:47.764",0,,"Vehicle","2024-03-14 00:00:00","2024-03-15T19:00:00.000Z","2024-03-14 00:00:00","2024-03-15T19:05:00.000Z","2024-03-15 17:45:59.465","2024-03-15 17:45:59.465","Austin",,"Spill / Release","Environment","Ground contamination","HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT",,,,"COMPLETED","2025-02-06 20:54:56.868","No One",,,,,,"On 3/14/24, around 2:05pm an associate's vehicle started on fire in the parking lot. CCTV footage shows the AA parking and walking away from the vehicle when it began to smoke and catch fire. The fire spread to several other vehicles that were parked nearby as well. The Fire department arrived on scene and put the fire out. The fire department is still on scene and awaiting an arson investigator. The sit conducted a shelter in place drill to get all AAs accounted for. No evacuation or shelter in place was implemented due to the fire department's advice to keep everyone safe inside. No EMS/Police dispatched. No injuries reported. No trouble ticket created. The WHS team is currently working on scheduling a vendor to attend the site for clean-up support. Two additional vehicles were impacted by the fire; all three vehicles will need to be towed for clean-up to occur. The vehicle owners are awaiting guidance from their insurance companies for tow / removal of the vehicles. Images have been sent to vendor, Clean Harbors, who are in contact with their local team to determine scheduling for clean-up. Local fire department (FD) left the site, and no root cause has been provided at this time. FD will return to the site on 03/15/2024 to collect footage and further analyze root cause. FD did use their hoses to stop the fire, and debris still remains on the ground. There are no drains in the immediate area of the event; however, WHS has informed Clean Harbors that they will need to check the storm drains as part of the clean-up. There is a chance of scattered storms in the area today and tomorrow. Site has been asked to identify any storm drain that may be impacted and block off to prevent debris and runoff, and cordon off the impacted area of the parking lot until clean-up is completed. All three impacted AAs have transportation support today; however, may require transportation assistance in future days. ","Vehicle fire started from dashboard of car - no root cause identified by Fire Department","Other","True","0 to 3","Onsite Parking Lot","False","False","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"STX9","AMZL","NA","US","Texas","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/7329c335-e964-4fba-8333-b53a62bf0502/summary","STX9-25-381","CLOSED","PENDING","C",0,"zjnhe","2025-10-23 03:57:37.886","2025-10-23 04:05:04.795",1,,"Vehicle","2025-10-22 00:00:00","2025-10-22T19:14:00Z","2025-10-22 00:00:00","2025-10-22T19:28:00Z","2025-10-23 03:57:37.886","2025-10-23 03:57:37.886","Austin",,"Fire and Explosion Hazard","Safety","Fire","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR",,,,"COMPLETED","2025-10-23 04:02:08.845","Visitor/community member",,,,,,"It is unknown at this time of the driver of the vehicle is a Flex Driver or member of the community.  Driver left the vehicle in the parking lot and did not return. ","The driver parked the vehicle, opened the hood and then left the vehicle.  The vehicle started smoking and eventually the fire started","Other","False",,"Onsite Parking Lot","False","False","False",,,,"COMPLETED","2025-10-23 04:05:03.849",,,,,,,,,,"True","Vehicle","Car",,,"False",,"Motor vehicle","Stolen vehicle",,,,,,,,,,,,,,,,
"SUT2","AMZL","NA","US","Utah","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/2f54cf5e-7033-43df-ae91-9fafa39dc743/summary","SUT2-25-70","CLOSED","PENDING","D",0,"atehvand","2025-06-12 14:36:26.622","2025-06-12 14:42:16.960",1,,"Electrical","2025-06-12 00:00:00","2025-06-12T13:07:00Z","2025-06-12 00:00:00","2025-06-12T13:08:00Z","2025-06-12 14:36:26.622","2025-06-12 14:36:26.622","Austin",,"Air emissions","Environment","Equipment installation","UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2025-06-12 14:40:22.188","No One",,,,,,"Site conducted full evacuation in accordance with the EAP.","Faulty smoke detector","Other","False",,"Other","True","True","False",,,,"COMPLETED","2025-06-12 14:42:16.289",,,,,,,,,,"False",,,,,"True","Faulty smoke detector replaced by RME.","Exposure to or contact with","Fire or flame",,,,,,,,,,,,,,,,
"SVA2","AMZL","NA","US","Virginia","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/ca90bd25-48a8-4631-9d0c-dbdb0fdc4b46/summary","SVA2-25-318","CLOSED","PENDING","B",0,"yspringe","2025-09-29 20:11:10.198","2025-09-29 20:16:41.130",1,,"Vehicle","2025-09-29 00:00:00","2025-09-29T07:00:00Z","2025-09-29 00:00:00","2025-09-29T07:03:00Z","2025-09-29 20:11:10.198","2025-09-29 20:11:10.198","Austin",,"Fire and Explosion Hazard","Safety","Fire","UNLIKELY","MAJOR","SUBSTANTIAL","UNLIKELY","MAJOR",,,,"COMPLETED","2025-09-29 20:16:40.089","No One",,,,,,"
A Delivery Partner's (DP) vehicle in the covered parking area was reported to be emitting white smoke, filling the parking garage with smoke
            Site leadership initiated an immediate evacuation by activating the fire alarm and directing associates away from the dispatch exit
            The building was successfully evacuated
        Rally point headcount has confirmed all associates are accounted for
        Local fire department responded to the scene and successfully extinguished the fire
        Site leadership sent 86 Amazon Associates (AA) home with pay due to the incident
        The fire department is currently ventilating smoke from the building, including attempts to access the roof to utilize exhaust systems
            The parking garage has experienced smoke filled the facility and requires ventilation
            The parking garage also has experienced flooding witch is affecting the grocery area of the warehouse
            The site has requested 10 air scrubbers and 3 dock door fans, with AMOC working on an EPO for Sunbelt
","Vehicle caugh fire due to eletrical issues ","Employee","True","0 to 3","Onsite Parking Lot","True","True","True",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SWA1","AMZL","NA","US","Washington","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/327d2b99-9791-41a0-9354-cff95c040120/summary","SWA1-25-271","IN_PROGRESS","PENDING","D",0,"osharifi","2025-07-13 02:21:45.517","2025-07-13 18:09:38.196",1,,"Vegetation","2025-07-12 00:00:00","2025-07-12T21:12:00Z","2025-07-12 00:00:00","2025-07-12T21:16:00Z","2025-07-13 02:21:45.517","2025-07-13 02:21:45.517","Austin",,"Thermal","Safety","Other","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE","COMPLETED","2025-07-13 02:28:12.895","No One",,,,,,"At approximately 14:13 a PA on their lunch in the front parking lot reported smoke to security.  The smoke was coming from wood chips behind Canteen box truck parking spaces. Security contacted local FD.  PA alerted AMs.  AMs contacted SL and GSOC.  PD arrived at 14:24 and followed procedure to stop the smoke and prevent from reoccurring.  PD left site at 14:32. ","unknown cause - ground smoking - hot outside","Fire Watch","False",,"Outdoor Areas","False","False","False",,,,"COMPLETED","2025-07-13 02:34:49.437",,,,,,,,,,"False",,,,,"False",,"Natural","Bushfire",,,,,,,,,,,,,,,,
"SWF4","AMZL","NA","US","Florida","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/e45d71e4-dc1a-4130-86f0-daebb8b3839b/summary","SWF4-26-24","CLOSED","PENDING","D",0,"mrschaef","2026-02-17 15:36:29.253","2026-02-17 15:44:45.730",1,,"Waste","2026-02-07 00:00:00","2026-02-07T05:00:00Z","2026-02-07 00:00:00","2026-02-07T05:05:00Z","2026-02-17 15:36:29.253","2026-02-17 15:36:29.253","Austin",,"Fire and Explosion Hazard","Safety","Fire","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2026-02-17 15:44:44.735","No One",,,,,,"SSD-FC: SWF4: (Event, Fire, Corrugate Compactor): On 2/7/2026 and RME technician noticed smoke on the IB dock coming from the corrugate compactor. RME technicain immediately escalated to site operations to evacuate the site and contact emergency services. Fire department arrived onsite and extinguished the fire that potentially started due to electrical issues with the compactor. The compactor was at half full capacity. No injuries reported during the event and all AA's were accounted for. ","Fire started in the compactor that was at half full capacity. Suspected cause was electrical.","Other","False",,"Yard","False","True","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SYS3","AMZL","NA","US","Tennessee","AMZL-NA-R2L","SSD FC","https://NA.ehs-amazon.com/incidents/incident/d739ea5e-4307-49c2-91e0-362f926baf60/summary","SYS3-25-60","FOR_REVIEW","PENDING","B",0,"angplaku","2025-03-19 17:55:06.915","2025-03-19 19:04:48.042",1,,"Vegetation","2025-03-19 00:00:00","2025-03-19T16:49:00Z","2025-03-19 00:00:00","2025-03-19T16:55:00Z","2025-03-19 17:55:06.915","2025-03-19 17:55:06.915","Austin",,"Contractor Safety","Management Standards","None","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","MEDIUM","UNLIKELY","SIGNIFICANT","COMPLETED","2025-03-19 19:00:48.228","Contractor",,"Independent","Flex Drivers",,"Amazon Flex","At 12:49pm, an independent contractor, working for Amazon flex delivery, was smoking next to their car, outside of a designated smoking area. The driver finished smoking and tossed their cigarette onto the ground, into a pile of pine needles. The pine needles caught fire at approximately 12:55pm and a security guard, who was present in dispatch, was alerted to the fire by an unidentified secondary flex driver. The security guard responded by locating the nearest fire extinguisher, activating the fire extinguisher and the fire was put out at 12:57pm. Emergency services were not called. 
The pine needles were out of place, which attributed to the incident, due to high winds in the area over the last week. The site actively has a PO awarded to a landscaper to replace all pine needles with river rock. Date of work is TBD based on contractor scheduling. ","Cigarette was thrown into pine needles which had been blown out of the flower beds and into the parking lot","Contractor","False",,"Onsite Parking Lot","False","False","False",,,,"COMPLETED","2025-03-19 18:49:21.953","False",,"False","False","False",,"False","False",,"False",,,"True","False","False",,"Exposure to or contact with","Fire or flame","False","IN_REVIEW","2025-03-19 19:04:45.056","Inadequate maintenance","Inadequate preventive maintenance",,"Human - Behaviour","Failure to properly dispose of waste",,,,,,,"N/A",
"HDC3","AMZL","NA","US","Pennsylvania","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/6dd92034-2218-40db-b9c1-213683fd5b15/summary","HDC3-24-303","CLOSED","PENDING","C",0,"claussn","2024-11-16 19:08:24.131","2025-02-06 21:05:46.928",1,,"Battery","2024-11-16 00:00:00","2024-11-16T18:08:00Z","2024-11-16 00:00:00","2024-11-16T18:09:00Z","2024-11-16 19:08:24.131","2024-11-16 19:08:24.131","Austin",,"Competence, Awareness, and Training","Management Standards","None","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","LOW","UNLIKELY","MINOR","COMPLETED","2025-02-06 22:00:53.488","Employee",,,,"Amazon Warehouse Associate",,"1. _Incident Description_  SSD-DC HDC3 (Fire) – On 11-16-2024 at approximately 1:08pm an AA, who was operating OP 229, ran over a battery bank in front of aisle 170 while traveling west down the PIT lane on the phase 2 side of the building. The force from the impact caused the battery bank to react, resulting in a fire. The process assistant of the area quickly noticed the flame and called it out over the Operations radio channel. The operations manager of the shift grabbed a near by fire extinguisher and proceeded to extinguish the flame. Safety was called shortly before the flame was extinguished and arrived on the scene after the fire was put out. The regulated waste coordinator and safety specialist partnered to clean the area up. The RWC then took the damaged battery bank for proper disposal. No injuries were reported and the incident did not result in damage to the building.
2. _Recordability Rationale_ N/A – fire 
3._Training – AA was order picker trained on 6-28-2024
4. _Root Cause_ - Upon further investigation the root cause is determined to be: AA was not aware that battery bank was in PIT travel lane before running over it with their order picker, which caused it to catch fire. 
5. _Corrective Action_ -  Conduct stand down with PIT operators to explain the importance of keeping eyes on path, avoiding snowplowing items & reporting when items are on the floor owner: Operations manager ECD: 11/20/2024
6._SGT – Week to date site has completed 288 SGTs; AA participated in 0
7._ADAPT – AA has 0 active safety adapts
","Power bank ran over ","Employee","False",,"Car wash","False","False","False",,,"6ce5e33d-fa2e-447f-b140-ac0326e83f38","COMPLETED","2025-02-06 22:00:35.200","True","(HDC3-24-303) ","False","False","False",,"False","False",,"False",,,"True","False","False",,"Exposure to or contact with","Fire or flame","False","COMPLETED","2025-02-06 22:00:52.136","Training or knowledge-transfer","Inadequate knowledge transfer",,"Human - Behaviour","Deviation from defined process / Drift (Procedure, SOP, PMV/PtW)",,,,,,,"N/A","BLUE"
"HDC3","AMZL","NA","US","Pennsylvania","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/e7412b33-88ff-4684-9fd8-6f344361319b/summary","HDC3-26-156","CLOSED","PENDING","C",0,"jrnagy","2026-04-16 06:03:14.761","2026-04-23 12:17:18.491",1,,"Battery","2026-04-16 00:00:00","2026-04-16T04:42:00Z","2026-04-16 00:00:00","2026-04-16T04:43:00Z","2026-04-16 06:03:14.761","2026-04-16 06:03:14.761","Austin",,"Work Environment","Safety","Housekeeping","HIGHLY_UNLIKELY","MINOR","NEGLIGIBLE","HIGHLY_UNLIKELY","MINOR","NEGLIGIBLE","HIGHLY_UNLIKELY","MINOR","COMPLETED","2026-04-16 08:07:54.708","Employee",,,,"Amazon Warehouse Associate",,"1.  Incident Description SSD_DC_HDC3 (Fire) – On 04/16/2026 at approximately 12:41 AM, AA had ran over a lithium-ion battery. Battery was located in or near aisles 116-117 and was dragged out by AA`s OP136 to driving lanes. When AA exited aisles 116-117 their OP136 had then ran over the lithium battery causing a small ignition of the battery located near the left rear drive wheel of their OP136. AA had continued driving and was clear of the battery which was burning out on the left side of their OP136. While battery was burning out another AA had stepped off their OP (OP100) and grabbed a fire extinguisher and approached the fire. AA with fire extinguisher in hand had decided not to use the fire extinguisher and returned to their OP. Shortly after AA with extinguisher returned to their OP. Operations manager had came to the scene of the fire with another fire extinguisher and had deployed extinguisher on the battery fire. RME was contacted to evaluate damage to OP136 in which they determined OP136 was still safe to use with no damage noted. RME was also given discharged extinguisher for replacement.

2. Recordability Rationale – N/A

3. Training – Last hire date 07/17/2026, Tenure: 8 months  30 days, AA trained, 07/17/2025 trained for OP, 07/17/2026 trained for PICK 
 
4. Root Cause – inability to amnesty sweep every aisle efficiently each shift

5. Corrective Actions -  
   1) Partner with RME to replace discharged extinguisher
   2) Coach AA`s to access amnesty in aisles before entering
   3) Standdown with leadership team on correct procedures of fire extinguisher usage


6. SIMBA Participation – In the last 30 days the site has completed 291 SAFE Simbas & 943 AT RISK Simbas, the AA participated in 0 Simbas.

7. ADAPT – AA has 1 active feedback for inactive time
","Button cell battery was ran over by PIT","Employee","False",,"VNA (Very Narrow Aisle)","False","False","False",,,"3a6ae8a0-c9fe-487a-b007-0b5f4646c1a8","COMPLETED","2026-04-16 07:39:36.350","True","(HDC3-26-156) WS from OM who deployed extinguisher,(HDC3-26-156) WS from AA who did not chose to use F.E.,(HDC3-26-156) WS from PA in area,(HDC3-26-156) AA who ran over battery WS","True","False","False",,"False","False",,"True","Box/Package","Single Person Lift - Box/Package","True","False","False",,"Exposure To or Contact With","Fire/Explosion","True",,,,,,,,,,,,,,,"BLUE"
"HGA6","AMZL","NA","US","Georgia","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/376fe720-a123-4976-8c0b-f28b38daff5d/summary","HGA6-25-375","CLOSED","PENDING","C",0,"chymerr","2025-08-21 19:21:28.598","2025-08-21 20:13:07.516",1,,"Battery","2025-08-21 00:00:00","2025-08-21T13:59:00Z","2025-08-21 00:00:00","2025-08-21T14:00:00Z","2025-08-21 19:21:28.598","2025-08-21 19:21:28.598","Austin",,"Thermal","Safety","Fire/Flame","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR",,,,"COMPLETED","2025-08-21 20:09:41.338","Employee",,,,"Amazon Warehouse Associate",,"On August 21, 2025, as the Associate approached the stop sign, they were notified by another Associate that was parked along side them that sparks and smoke were visible coming from beneath their PIT. The Associate immediately dismounted the equipment. The fire self-extinguished. Upon investigation, it was discovered that a scanner battery had been left on the ground near the stop sign, and the operator had inadvertently driven over it, causing the battery to explode. Safety personnel were immediately notified and responded to the scene. They properly disposed of the damaged scanner battery and directed the PIT to the red tag area for a thorough inspection.","crushed by an order picker","Other","False",,"Car wash","False","False","False",,,"a0a917ac-100c-47c4-a770-e62d8d68c08f","COMPLETED","2025-08-21 20:13:06.802",,,,,,,,,,"False",,,,,"False",,"Exposure to or contact with","Fire or flame",,,,,,,,,,,,,,,,"BLUE"
"HGA6","AMZL","NA","US","Georgia","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/7d545742-94d3-44c6-9877-d1e85ce29bba/summary","HGA6-25-360","CLOSED","PENDING","C",0,"vinamade","2025-08-13 04:31:26.551","2025-08-14 03:01:28.240",1,,"Battery","2025-08-12 00:00:00","2025-08-12T22:50:00Z","2025-08-12 00:00:00","2025-08-13T02:51:00Z","2025-08-13 04:31:26.551","2025-08-13 04:31:26.551","Austin",,"Thermal","Safety","Fire/Flame","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","MEDIUM","POSSIBLE","MINOR","COMPLETED","2025-08-13 04:37:19.446","Employee",,,,"Amazon Warehouse Associate",,"On 8/12/25, at approximately 6:50PM an AA operating OP132 logged into the OP like every other day but when AA pulled out of the PIT parking lot, they heard a loud noise under the OP like they have ran over some object. AA moved back but didn’t see anything and kept driving. However, when AA got to Pick carwash in zone 8, fire suddenly gusted the OP.","On 8/12/25, at approximately 6:50PM an AA operating OP132 logged into the OP like every other day but when AA pulled out of the PIT parking lot, they heard a loud noise under the OP like they have ran over some object. AA moved back but didn’t see anything and kept driving. However, when AA got to Pick carwash in zone 8, fire suddenly gusted the OP.","Employee","False",,"Car wash","False","False","False",,,"18d18846-f8c5-4225-a4c9-acb46c106b6a","COMPLETED","2025-08-13 08:11:58.696","False",,"False","False","False",,"False","False",,"True","Electronic equipment","Batteries","False","False","False",,"Exposure to or contact with","Fire or flame","True","COMPLETED","2025-08-13 04:38:56.563","Inadequate or missing standards or procedures","Inadequate implementation of procedure",,"Organizational - Workplace",,,"Fire and explosion hazards",,,,,"N/A","BLUE"
"HLA6","AMZL","Fresno","US","California","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/063cbe58-5d7a-454f-a789-e9b960d68701/summary","HLA6-25-816","CLOSED","PENDING","B",0,"ethbay","2025-09-08 02:35:21.423","2025-10-12 16:02:00.846",1,,"Waste","2025-09-07 00:00:00","2025-09-07T08:10:00Z","2025-09-07 00:00:00","2025-09-07T08:15:00Z","2025-09-08 02:35:21.423","2025-09-08 02:35:21.423","Austin",,"Fire and Explosion Hazard","Safety","Fuel sources (flammable/combustible material)","HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT","LOW","HIGHLY_UNLIKELY","SIGNIFICANT","COMPLETED","2025-10-12 15:57:46.536","Employee",,,,"Amazon Warehouse Associate",,"Thermal event occurred on 9/7/25 at approximately 01:10am in the corrugate cardboard auger. Evacuation occurred and GSOC called. More information to follow, pending investigation","Unknown","Other","True","0 to 3","Outbound Dock","True","True","False",,,"7157e217-e66c-4cc3-963b-dbe582515483","COMPLETED","2025-10-12 15:58:42.357",,,,,,,,,,"False",,,,,"True","cardboard auger became overfilled","Environmental","Waste management",,"COMPLETED","2025-10-12 15:58:42.425","Inadequate purchasing or contractor management","Other","Excessive cardboard buildup in the auger due to inadequate waste management contingency planning for holiday periods","Human - Behaviour",,,,,,,,"N/A","BLUE"
"HLA6","AMZL","Fresno","US","California","AMZL-NA-R2L","SSD DC","https://NA.ehs-amazon.com/incidents/incident/0eb15fd5-9c38-41a4-b344-dc10e695dead/summary","HLA6-25-84","CLOSED","PENDING","D",0,"shaburst","2025-02-12 04:20:16.315","2025-10-12 16:02:20.150",1,,"Structure","2025-02-10 00:00:00","2025-02-11T00:15:00Z","2025-02-10 00:00:00","2025-02-11T00:30:00Z","2025-02-12 04:20:16.315","2025-02-12 04:20:16.315","Austin",,"Thermal","Safety","Fire/Flame","HIGHLY_UNLIKELY","NEGLIGIBLE","NEGLIGIBLE","HIGHLY_UNLIKELY","NEGLIGIBLE",,,,"COMPLETED","2025-10-12 15:58:35.749","Contractor",,"Independent","RME",,"RME - JLL","SSD-DC-HLA6 (Event, Fire): On 02/10/2025 at approximately 4:30 PM, WHS was notified of smoke smell coming from the Auger. AT 4:35 PM WHS and RME went to Lock out and tag out the auger and begin an assessment on the auger. From assessment there was no sign of an active fire, and RME was able to find that the smoke smell was coming from the screws inside of the auger. A severity level 2 ticket was put in and waste management was called to come to the site. At 5:20 PM While waiting on a response from Waste management RME and WHS noticed an increased smell of smoke coming from the agar, but no visible flames on the interior and exterior were found. At 5:40 PM the fire department was called to come to the site, and the fire alarm was initiated and the building was evacuated. The Fire Department arrived on the scene at 5:48 PM. Upon arriving the fire department began to detach the auger container from the auger. At 6:11 PM the auger container of was detached in the back of the auger behind the screws small fire was found. The fire was fully extinguished at 7:24 PM and the Fire Department gave clearance to the WHSM and RME AM to go into the building check to resume operations. The WHS Manager and RME Manger gave the all clear at 8:15 PM and normal operations resumed at 8:30 PM.

After further investigation the fire department declared that the fire was caused by an over packed auger container. It has been verified that the site has a scheduled pick up with waste management on twice a week on Tuesday and Friday. It was confirmed that the last auger container pick-up happened on Friday 02/07/2025 at 10:45 AM. In addition, it was also found that the site’s Pick to Exhaust (PTE) Volume from Friday dayshift to Saturday nightshift did not exceed the average volume processed to contribute to the overfilling of the auger container. Upon further investigation with RME once the auger capacity reaches close to the full capacity the auger is supposed to automatically shut down. After review with the RME team it was found that the ","Cardboard Friction Fire","Other","True","0 to 3","Yard","True","True","False",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"BLUE"
